,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ScreenType,Resolution,TouchScreen,Cpu_Frequency,MemoryType,MemorySize
836,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2419.0,,1920x1080,0,2.8,SSD and HDD,1256
837,Toshiba,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,669.0,,1366x768,0,2.4,HDD,500
838,Lenovo,Notebook,14.0,Other Intel,4,Intel,Chrome OS,Light,325.0,,1366x768,0,1.6,Flash Storage,16
839,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,590.0,,1920x1080,0,2.5,HDD,128
840,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1799.0,,1920x1080,0,2.6,SSD and HDD,1512
841,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,3072.89,IPS Panel,1920x1080,0,2.8,SSD and HDD,1512
842,HP,Notebook,17.3,Intel Core i5,8,Nvidia,Windows 10,Medium,910.0,,1600x900,0,2.5,HDD,1000
843,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,713.99,,1366x768,0,2.5,SSD,128
844,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,Medium,1870.0,,1920x1080,0,2.5,SSD,512
845,Dell,Notebook,15.6,Intel Core i7,4,AMD,Windows 10,Light,739.0,,1920x1080,0,2.7,SSD,256
846,HP,2 in 1 Convertible,11.6,Other Intel,4,Intel,Chrome OS,Light,615.0,,1366x768,1,1.1,Flash Storage,32
847,Asus,Ultrabook,13.3,Intel Core i5,8,Nvidia,Windows 10,Medium,1026.0,IPS Panel,1920x1080,0,2.3,SSD,512
848,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,2277.0,,1920x1080,1,2.5,SSD,256
849,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1468.0,,1920x1080,0,2.5,SSD,512
850,HP,Notebook,15.6,Other Intel,4,Intel,No OS,Light,299.0,,1366x768,0,1.6,SSD,128
851,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1899.0,,1920x1080,0,2.8,SSD and HDD,1128
852,Dell,Notebook,17.3,Intel Core i7,8,AMD,Linux,Medium,865.0,,1920x1080,0,2.7,HDD,1000
853,Lenovo,Ultrabook,14.0,Intel Core i7,8,Nvidia,Windows 10,Medium,1903.0,IPS Panel,1920x1080,0,2.8,SSD,256
854,Asus,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,787.0,IPS Panel,1920x1080,0,2.7,SSD,256
855,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,945.0,,1920x1080,0,2.5,SSD,128
856,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,449.0,,1366x768,0,1.1,HDD,1000
857,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,2559.0,,1920x1080,1,2.8,SSD,256
858,Dell,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,649.0,,1920x1080,1,2.3,HDD,1000
859,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,Light,469.0,,1920x1080,0,2.0,HDD,1000
860,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,850.66,IPS Panel,1920x1080,0,2.5,HDD,1000
861,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,1349.0,,1920x1080,0,2.6,SSD,256
862,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,Light,1285.0,,1920x1080,0,2.5,SSD,128
863,Lenovo,Gaming,15.6,Intel Core i5,8,Nvidia,No OS,Medium,1017.0,IPS Panel,1920x1080,0,2.5,HDD,1000
864,Dell,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,2240.0,,3200x1800,1,2.5,SSD,512
865,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,910.0,,1920x1080,0,2.3,HDD,500
866,Toshiba,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1095.0,,1366x768,0,2.3,SSD,256
867,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1950.0,IPS Panel,1920x1080,1,2.7,SSD,256
868,Acer,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,902.0,IPS Panel,1920x1080,0,2.5,SSD,256
869,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1778.0,,1920x1080,0,2.8,HDD,1000
870,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,1055.0,,1366x768,0,2.5,HDD,500
871,Lenovo,Notebook,15.6,Intel Core i3,4,AMD,No OS,Light,479.0,,1920x1080,0,2.0,HDD,1000
872,Toshiba,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1388.0,IPS Panel,1920x1080,0,2.7,SSD,256
873,Lenovo,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,Light,735.0,IPS Panel,1920x1080,0,2.4,SSD,180
874,Samsung,Ultrabook,15.0,Intel Core i7,16,Nvidia,Windows 10,Heavy,1849.0,,1920x1080,0,2.7,SSD,256
875,Dell,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1690.0,,1920x1080,0,2.8,SSD,256
876,Asus,Notebook,15.6,Other Intel,4,Intel,Linux,Light,398.99,,1366x768,0,1.1,HDD,1000
877,Xiaomi,Ultrabook,13.3,Intel Core i5,8,Nvidia,Windows 10,Medium,935.0,IPS Panel,1920x1080,0,2.3,SSD,256
878,Dell,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,Light,912.5,,1920x1080,0,2.5,SSD and HDD,1128
879,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,839.0,,1920x1080,0,2.5,SSD,256
880,HP,2 in 1 Convertible,13.3,Intel Core i5,4,Intel,Windows 10,Light,1700.0,,1920x1080,1,2.5,SSD,256
881,HP,2 in 1 Convertible,15.6,Intel Core i5,4,Intel,Windows 10,Light,684.8,,1366x768,1,2.5,HDD,500
882,Asus,Notebook,14.1,Other Intel,4,Intel,Windows 10,Light,348.0,,1366x768,0,1.1,Flash Storage,32
883,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,669.0,IPS Panel,1920x1080,0,2.5,HDD,1000
884,Dell,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,369.0,,1366x768,0,1.6,HDD,500
885,HP,2 in 1 Convertible,13.3,Intel Core i5,4,Intel,Windows 10,Light,1799.0,,1920x1080,1,2.5,SSD,256
886,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,Light,455.7,,1366x768,0,2.0,HDD,1000
887,Asus,Gaming,17.3,Intel Core i5,12,Nvidia,Windows 10,Heavy,1369.9,,1920x1080,0,2.5,SSD and HDD,1128
888,Acer,Netbook,11.6,Other Intel,4,Intel,Chrome OS,Light,297.0,IPS Panel,1366x768,0,1.6,Flash Storage,32
889,Lenovo,Notebook,17.3,AMD,4,AMD,Windows 10,Light,379.0,,1600x900,0,2.2,HDD,500
890,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1265.0,,1920x1080,0,2.5,SSD,128
891,HP,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1399.0,,3200x1800,1,2.7,SSD,256
892,Samsung,Ultrabook,15.0,Intel Core i7,8,Intel,Windows 10,Medium,1699.0,,1920x1080,0,2.7,SSD,256
893,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1799.0,IPS Panel,1920x1080,0,2.5,SSD,256
894,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2649.0,IPS Panel,3840x2160,0,2.6,SSD and HDD,2512
895,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1475.0,,1920x1080,0,2.5,SSD,256
896,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Linux,Medium,929.0,,1920x1080,0,2.8,HDD,1000
897,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,900.0,,1920x1080,0,2.7,HDD,1000
898,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,Light,614.0,,1366x768,0,2.0,HDD,1000
899,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,935.0,,1920x1080,0,2.6,HDD,500
900,Dell,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,2013.1,,3200x1800,1,1.3,SSD,512
901,Asus,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,1279.0,IPS Panel,1920x1080,0,2.7,SSD,512
902,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1649.0,,1920x1080,1,1.3,SSD,256
903,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,2049.0,IPS Panel,1920x1080,0,2.7,Flash Storage,256
904,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1962.99,IPS Panel,1920x1080,0,2.5,SSD,512
905,LG,Ultrabook,15.6,Intel Core i7,16,Intel,Windows 10,Heavy,2099.0,IPS Panel,1920x1080,1,2.7,SSD,512
906,HP,Netbook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1483.0,,1920x1080,0,2.7,SSD,512
907,Acer,Notebook,15.6,Other Intel,4,Intel,Chrome OS,Light,359.0,IPS Panel,1920x1080,0,1.5,Flash Storage,16
908,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,789.0,IPS Panel,1920x1080,0,2.3,SSD and HDD,1128
909,LG,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1899.0,IPS Panel,1920x1080,1,2.7,SSD,512
910,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1205.0,,1920x1080,0,2.8,SSD,256
911,HP,Ultrabook,12.5,Other Intel,8,Intel,Windows 10,Medium,3100.0,,3840x2160,1,1.2,SSD,240
912,Lenovo,Notebook,15.6,Intel Core i7,6,Nvidia,Windows 10,Light,789.0,,1920x1080,0,2.7,SSD,256
913,HP,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1018.99,,1920x1080,0,2.7,SSD,256
914,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,499.0,,1920x1080,0,2.4,HDD,1000
915,Lenovo,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,Light,881.0,,1920x1080,0,2.5,SSD,128
916,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,960.0,,1920x1080,0,2.5,SSD,256
917,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1599.0,,1920x1080,0,2.8,SSD and HDD,1256
918,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1349.0,,1920x1080,0,2.8,SSD and HDD,1128
919,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1119.91,,1920x1080,0,2.5,SSD and HDD,1128
920,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,Light,684.99,,1366x768,0,2.5,HDD,1000
921,HP,Ultrabook,15.6,Intel Core i7,8,AMD,Windows 10,Medium,1296.99,,1920x1080,0,2.5,SSD,256
922,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1149.0,,3200x1800,1,2.7,SSD,256
923,Toshiba,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1975.0,IPS Panel,1920x1080,0,2.6,SSD,256
924,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1825.0,IPS Panel,1920x1080,1,2.5,SSD,512
925,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,729.9,,1366x768,0,2.3,HDD,500
926,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1650.0,IPS Panel,1920x1080,0,2.7,SSD,256
927,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1165.0,,1920x1080,0,2.3,SSD,256
928,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,708.06,,1366x768,0,2.5,HDD,1000
929,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1149.0,,1366x768,0,2.3,HDD,500
930,Lenovo,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,309.0,,1366x768,0,1.1,HDD,1000
931,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,Light,1579.0,,1920x1080,0,2.3,HDD,500
932,HP,Notebook,15.6,Other Intel,4,Intel,No OS,Light,288.9,,1366x768,0,1.6,HDD,1000
933,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1799.0,IPS Panel,3200x1800,1,2.2,SSD,1000
934,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1105.0,IPS Panel,1920x1080,0,2.3,SSD,128
935,HP,Netbook,12.5,Intel Core i5,8,Intel,Windows 10,Medium,1669.0,,1920x1080,0,2.3,SSD,256
936,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,558.6,,1366x768,0,2.0,HDD,1000
937,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1199.0,,1920x1080,0,2.8,SSD and HDD,1128
938,Dell,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1639.0,,1920x1080,0,2.5,SSD,256
939,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2758.0,,2560x1440,0,2.7,SSD and HDD,1512
940,HP,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,Medium,1399.0,IPS Panel,1920x1080,0,2.3,SSD and HDD,1128
941,Asus,Notebook,17.3,Other Intel,4,Nvidia,Windows 10,Light,530.0,,1600x900,0,1.6,HDD,1000
942,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,619.0,,1366x768,0,2.5,HDD,500
943,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1119.0,,1366x768,0,2.3,SSD,256
944,Lenovo,2 in 1 Convertible,11.3,Other Intel,8,Intel,Windows 10,Medium,1299.0,IPS Panel,1920x1080,1,1.2,SSD,256
945,Lenovo,Gaming,15.6,AMD,16,AMD,Windows 10,Heavy,999.0,IPS Panel,1920x1080,0,2.1,SSD and HDD,1512
946,Dell,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,Medium,1472.2,,1920x1080,1,2.5,SSD,256
947,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,No OS,Medium,685.0,,1920x1080,0,2.7,HDD,1000
948,Dell,Notebook,17.3,Intel Core i3,4,AMD,Windows 10,Light,659.0,,1600x900,0,2.0,HDD,1000
949,Acer,Notebook,14.0,Other Intel,4,Intel,Chrome OS,Light,349.0,,1366x768,0,1.6,Flash Storage,32
950,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,2249.0,IPS Panel,1920x1080,0,2.7,SSD,8
951,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1775.0,,1920x1080,0,2.8,SSD,256
952,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 7,Medium,1460.0,,1920x1080,0,2.3,SSD,256
953,Asus,2 in 1 Convertible,12.5,Other Intel,8,Intel,Chrome OS,Medium,1159.0,,1920x1080,0,1.2,Flash Storage,64
954,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1488.99,IPS Panel,1920x1080,0,2.6,SSD,256
955,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,3154.0,IPS Panel,3840x2160,0,2.8,SSD and HDD,1512
956,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1899.0,,1920x1080,1,1.2,SSD,256
957,HP,2 in 1 Convertible,11.6,Other Intel,4,Intel,Windows 10,Light,775.0,,1366x768,1,1.1,SSD,256
958,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1268.0,,3200x1800,0,2.5,SSD,256
959,Acer,2 in 1 Convertible,11.6,Other Intel,4,Intel,Chrome OS,Light,389.0,IPS Panel,1366x768,1,1.6,Flash Storage,32
960,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1535.0,,1920x1080,0,2.4,SSD,256
961,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,Medium,1760.0,IPS Panel,1920x1080,0,2.6,SSD,256
962,Acer,Notebook,15.6,Intel Core i5,12,Nvidia,Windows 10,Heavy,1009.0,,1920x1080,0,2.5,SSD and HDD,1128
963,Toshiba,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1790.0,,1920x1080,1,2.7,SSD,512
964,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,846.5,,1366x768,0,2.5,HDD,1000
965,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,Light,465.62,,1366x768,0,2.0,HDD,1000
966,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,825.0,,1366x768,0,2.5,HDD,500
967,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,685.0,,1920x1080,0,2.4,HDD,500
968,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,3149.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
969,Lenovo,Notebook,15.6,Intel Core i5,6,Nvidia,Windows 10,Light,695.0,,1920x1080,0,2.5,SSD,256
970,Dell,2 in 1 Convertible,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1899.0,,3200x1800,1,1.3,SSD,512
971,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1962.98,,2560x1440,1,2.6,SSD,256
972,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,2800.0,,1920x1080,0,2.6,SSD and HDD,1256
973,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1180.0,,1920x1080,0,2.3,SSD,256
974,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2049.9,,1920x1080,0,2.8,SSD and HDD,1256
975,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,979.0,IPS Panel,1920x1080,0,2.7,SSD and HDD,1128
976,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 7,Light,1002.0,,1366x768,0,2.3,Hybrid,508
977,Asus,2 in 1 Convertible,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1799.0,,3840x2160,1,2.7,SSD and HDD,2512
978,HP,Notebook,15.6,Intel Core i7,6,Intel,Windows 10,Light,579.0,,1366x768,0,2.7,HDD,1000
979,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1749.0,,1920x1080,0,2.8,SSD and HDD,1256
980,Dell,2 in 1 Convertible,15.6,Intel Core i7,12,Intel,Windows 10,Heavy,1299.0,IPS Panel,1920x1080,1,2.7,SSD,512
981,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 7,Light,1195.0,,1920x1080,0,2.3,SSD,128
982,Lenovo,Notebook,15.6,AMD,6,AMD,Windows 10,Light,549.0,,1920x1080,0,3.6,SSD,256
983,Fujitsu,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,649.0,,1366x768,0,2.3,SSD,256
984,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,915.0,,1366x768,0,2.3,HDD,500
985,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,Light,599.0,,1366x768,0,2.5,HDD,500
986,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,806.0,,1920x1080,0,2.5,HDD,1000
987,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1189.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
988,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,Medium,749.0,,1366x768,0,2.7,HDD,1000
989,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1119.0,,1920x1080,0,2.5,SSD,128
990,HP,Netbook,12.5,Other Intel,8,Intel,Windows 10,Medium,1908.0,,1920x1080,0,1.2,SSD,512
991,HP,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,Light,499.0,,1920x1080,0,2.0,SSD and HDD,1128
992,Lenovo,Notebook,15.6,Other Intel,4,Intel,No OS,Light,270.62,,1366x768,0,1.1,SSD,128
993,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1349.0,,1920x1080,0,2.3,SSD,256
994,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,889.0,,1920x1080,1,2.5,SSD,256
995,Asus,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1150.0,,3200x1800,0,2.5,SSD,256
996,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1349.0,IPS Panel,1920x1080,1,2.7,SSD,256
997,Acer,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,380.0,,1366x768,0,1.1,HDD,500
998,Asus,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1799.0,,1920x1080,0,2.8,SSD and HDD,1256
999,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,2089.0,,1920x1080,0,2.7,SSD,512
1000,Acer,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1260.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
1001,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1189.0,IPS Panel,1920x1080,0,2.5,SSD,256
1002,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,547.0,,1366x768,0,2.4,SSD,128
1003,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,779.0,,1366x768,0,2.5,HDD,500
1004,Toshiba,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,Light,1195.0,,1920x1080,0,2.3,SSD,128
1005,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1099.99,,1366x768,0,2.4,SSD,256
1006,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1205.0,,1920x1080,0,2.5,SSD,256
1007,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 7,Medium,1449.0,,1920x1080,0,2.6,SSD,256
1008,HP,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,Medium,1049.26,,1920x1080,0,2.5,SSD,256
1009,HP,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,Light,684.0,,1366x768,0,2.4,HDD,500
1010,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,949.0,,1920x1080,0,2.5,Hybrid,1000
1011,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,Light,1539.0,,1920x1080,0,2.5,HDD,500
1012,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1590.0,,1920x1080,0,2.5,SSD,256
1013,HP,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1887.21,,1920x1080,0,2.5,SSD,256
1014,HP,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,Light,800.0,,1366x768,0,2.4,HDD,500
1015,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1210.0,,1366x768,0,2.3,SSD,256
1016,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,769.99,,1366x768,0,2.4,SSD,256
1017,Lenovo,Notebook,17.3,Intel Core i7,16,Nvidia,Windows 7,Heavy,2968.0,IPS Panel,3840x2160,0,2.7,SSD,512
1018,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1490.0,IPS Panel,1920x1080,0,2.3,SSD,256
1019,HP,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,2229.0,,1920x1080,0,2.5,SSD,256
1020,Dell,2 in 1 Convertible,15.6,Intel Core i3,4,Intel,Windows 10,Light,795.99,IPS Panel,1920x1080,1,2.3,HDD,1000
1021,Toshiba,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1590.0,,1920x1080,0,2.3,SSD,256
1022,HP,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1149.0,IPS Panel,1920x1080,0,2.5,SSD,256
1023,HP,Notebook,14.0,Intel Core i7,8,Nvidia,Windows 10,Medium,1185.43,,1920x1080,0,2.7,SSD,256
1024,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1046.44,,1920x1080,0,2.4,HDD,500
1025,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,Light,1559.0,,1366x768,0,2.5,SSD,256
1026,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1189.0,,1366x768,0,2.5,HDD,500
1027,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1060.0,,1366x768,0,2.5,HDD,500
1028,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1624.0,,3200x1800,1,2.5,SSD,256
1029,HP,Notebook,17.3,Intel Core i5,8,Nvidia,Windows 10,Medium,1080.0,,1920x1080,0,2.5,SSD,256
1030,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,973.0,,1366x768,0,2.5,SSD,256
1031,Acer,Notebook,15.6,AMD,6,AMD,Windows 10,Light,409.0,,1366x768,0,3.0,HDD,1000
1032,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1191.8,,1920x1080,0,2.8,SSD and HDD,1128
1033,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,Medium,1195.0,,1920x1080,0,2.3,SSD,256
1034,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1228.99,,1920x1080,0,2.5,SSD,256
1035,HP,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1349.0,,1920x1080,0,2.5,SSD,256
1036,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,742.0,,1366x768,0,2.5,HDD,500
1037,Toshiba,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1725.0,IPS Panel,1920x1080,0,2.6,SSD,256
1038,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 7,Medium,1062.95,,1920x1080,0,2.4,SSD,256
1039,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1010.51,,1920x1080,0,2.5,SSD,256
1040,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,4,Intel,Windows 10,Light,847.0,IPS Panel,1920x1080,1,2.5,SSD,256
1041,Vero,Notebook,14.0,Other Intel,2,Intel,Windows 10,Light,210.8,,1366x768,0,1.44,Flash Storage,32
1042,Toshiba,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1425.0,IPS Panel,1920x1080,0,2.5,SSD,256
1043,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1049.6,,1920x1080,0,2.3,SSD,256
1044,HP,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1000.0,,1920x1080,0,2.3,HDD,500
1045,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,2103.34,,1920x1080,0,2.4,SSD and HDD,756
